after_hash,before_hash,buffer_name,experiment_scope,finite,instance_id,model,real_scale_stage,seed,shape,side,step,update_l2,updated
9070e74af2e648f0e1ca602f7326fa882e53b4732fe2f8fd0df6be005d7d9fb9,e89044460c11f02084f8b191e7bb575432e3d230dbba2c30de3ff914268adc50,layer1.1.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,1,1.0091152184806411,True
e4499deaa5fb0003a3ede55e50ed6fc7ed115709fc594e0dcefd47d4b7508f73,195dd72ce5e11412dd14eb5957dc0d8d99e37cce89971798254fa51740e856a1,layer1.1.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,1,1.2367827581382227,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer1.1.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
8d731793914bb488007f502b856fa5bfa315710a0051259db2d181f8c75138c4,e89044460c11f02084f8b191e7bb575432e3d230dbba2c30de3ff914268adc50,layer1.1.bn2.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,1,0.43051177102635924,True
b3691d176da45396f2892dc8da887bae7b69ae1fd3ddbe1ca513622d3d22b6a6,195dd72ce5e11412dd14eb5957dc0d8d99e37cce89971798254fa51740e856a1,layer1.1.bn2.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,1,0.3082080075487151,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer2.0.bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
2eb9474b24ea96e2f6526bb4d7b26410e7642646bf002c7424a9ef9f045632f3,48dbdb0e5b82bf2572d4753bb5e51cb2973c9bc6f25d538f8e8c08612c290bcc,layer2.0.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,1,1.1389296853386104,True
e1169d030c5c3691fdbfac4c1365706cf008727e1f88240a06cef8aa49ac87c5,28f96147bfc43f80388d7d4e60680c1b652c35359699951b31449ebd0a8b9323,layer2.0.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,1,1.023508238720577,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer2.0.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
43a89c2a0702e31b3e5139a5dcddf1f207889b32d1197d1550566cde38a85177,48dbdb0e5b82bf2572d4753bb5e51cb2973c9bc6f25d538f8e8c08612c290bcc,layer2.0.bn2.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,1,0.4606544634814785,True
b414e2656012c24686fdf2b24a0563db7c941ad2254aa109c0b9aea8678c9fe3,28f96147bfc43f80388d7d4e60680c1b652c35359699951b31449ebd0a8b9323,layer2.0.bn2.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,1,0.5046093416562509,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer2.0.downsample.1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
501bec10a1116cc07cc69b79cf1c0e2b752966506b394bd5c7f9e40b8d7bbfcd,48dbdb0e5b82bf2572d4753bb5e51cb2973c9bc6f25d538f8e8c08612c290bcc,layer2.0.downsample.1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,1,1.4612051986902799,True
b4376be7665d186361df7d7ddac81e27e73200234b22c21ed33322c5efaf0d08,28f96147bfc43f80388d7d4e60680c1b652c35359699951b31449ebd0a8b9323,layer2.0.downsample.1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,1,1.0973046400926494,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer2.1.bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
0d5f375d80fd3f5c0f7dd3262fca6f6522f03ca2f44dbab9b8d50182b6595c03,48dbdb0e5b82bf2572d4753bb5e51cb2973c9bc6f25d538f8e8c08612c290bcc,layer2.1.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,1,0.5560314821391621,True
8941d341fe522a1accb78e02df1391dc08e78bd05da17e91bf9ce3fa358b9b53,28f96147bfc43f80388d7d4e60680c1b652c35359699951b31449ebd0a8b9323,layer2.1.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,1,0.29713422221159624,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer2.1.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
02270f932bcce1b464d53fb0f6e1431c1d2ae526a4bf5e168f3f41d755512863,48dbdb0e5b82bf2572d4753bb5e51cb2973c9bc6f25d538f8e8c08612c290bcc,layer2.1.bn2.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,1,0.38955160221791,True
dbcbbcc569a0f6593bff54dd353969e50ad17a5fc5d53d82a19b31ae520d4332,28f96147bfc43f80388d7d4e60680c1b652c35359699951b31449ebd0a8b9323,layer2.1.bn2.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,1,0.4931734734041521,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer3.0.bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
cdfda81435dbe768164d5c917f2bea17b3ff8518a3f16ee3eb74c9effe9186e8,ce74e25e4735d327c00aaf248b5556d2957f665031a6e29bb35f0b1ed012b2dd,layer3.0.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,1,1.112861683001532,True
b25f5b46b9088ea36977b663d53eb8e2bdab249dd98ccc3764ce644551fcd6f6,81f669606667167a1387537e727de943994fb169fa0fea42a2b1f09c552f7d57,layer3.0.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,1,0.4910390196440011,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer3.0.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
56db1b93bd529a7d57b8d3565e2c201a719de9fdbb84dfb869589786f5088d45,ce74e25e4735d327c00aaf248b5556d2957f665031a6e29bb35f0b1ed012b2dd,layer3.0.bn2.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,1,0.4442417838786653,True
ebb48998e382d78a5185359d36db70fc74dfca88f5c953b71ef3ab0b253f6064,81f669606667167a1387537e727de943994fb169fa0fea42a2b1f09c552f7d57,layer3.0.bn2.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,1,1.0122269488100069,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer3.0.downsample.1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
aed04ef70c9d43f9f123b213fe508c25a2d9288d4b4967b6c9d0bdac4bcdc14e,ce74e25e4735d327c00aaf248b5556d2957f665031a6e29bb35f0b1ed012b2dd,layer3.0.downsample.1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,1,1.2303711984774315,True
fb42fea59b4cfe82be120617a84ac444549ecd52ac18f8c34590aa942e492a32,81f669606667167a1387537e727de943994fb169fa0fea42a2b1f09c552f7d57,layer3.0.downsample.1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,1,0.3686031425257929,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer3.1.bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
114fecbb7853d2c08f41f08dedfc51e117755b581bd335640218e20fbc0da8bd,ce74e25e4735d327c00aaf248b5556d2957f665031a6e29bb35f0b1ed012b2dd,layer3.1.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,1,0.6603162343198163,True
e3a1ea6ae71372b15cce1af513bb83b245051f346d4afa9d593e58aa8cba9ade,81f669606667167a1387537e727de943994fb169fa0fea42a2b1f09c552f7d57,layer3.1.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,1,0.5194274290992082,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer3.1.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
6676cdce3ec773b9c379d5e09b8d14a975808991eade6ae753a9b7f2d4ccf3fe,ce74e25e4735d327c00aaf248b5556d2957f665031a6e29bb35f0b1ed012b2dd,layer3.1.bn2.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,1,0.4351148122869181,True
0218fe27695813859e4555cf87070f9a552a06647f6c123a65dcb34d9fe63a07,81f669606667167a1387537e727de943994fb169fa0fea42a2b1f09c552f7d57,layer3.1.bn2.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,1,1.0453003377794248,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer4.0.bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
8354326ad8bd5e420f7e340bf7f7cc386808e4c755d39179b9190621b15618ac,73b59abb42cabc7c6219bf03e0f6a5bd2ed8500f430586948ffaff561dd5c1c6,layer4.0.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[512],torch,1,1.3211473242860936,True
cfc7ba72fcc38aeb5bf87f0601a26bead8c2452e91b17c4c325d62182337e73f,a022e54e240c0e1c361342a1f34cbc76fa40b04b8b8d7a3efb6bf736c4d92b7c,layer4.0.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[512],torch,1,1.4312136733746508,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer4.0.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
4481958e16b8066302937225fc3acea4621ac8880731892f22dbec716083cbfa,73b59abb42cabc7c6219bf03e0f6a5bd2ed8500f430586948ffaff561dd5c1c6,layer4.0.bn2.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[512],torch,1,0.40889214693888104,True
95c6d85fadeba3daf2fca7b48a197214594a7ef6df836ac98e7eef6210265cff,a022e54e240c0e1c361342a1f34cbc76fa40b04b8b8d7a3efb6bf736c4d92b7c,layer4.0.bn2.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[512],torch,1,2.0843956602597666,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer4.0.downsample.1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
0eed278307fafaa27646923070b465ab9a034d8aa1fb413e44f24dd985162bb2,73b59abb42cabc7c6219bf03e0f6a5bd2ed8500f430586948ffaff561dd5c1c6,layer4.0.downsample.1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[512],torch,1,1.9647187148190883,True
8efd6aa3313b777bac272181d021f5f8547dd9ac53081239e02509c439c2d55b,a022e54e240c0e1c361342a1f34cbc76fa40b04b8b8d7a3efb6bf736c4d92b7c,layer4.0.downsample.1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[512],torch,1,0.7785983034832263,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer4.1.bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
c8e85713af7cf95d6277a71389b26d164b03e92aa64a15f563cd4dd7edadb425,73b59abb42cabc7c6219bf03e0f6a5bd2ed8500f430586948ffaff561dd5c1c6,layer4.1.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[512],torch,1,0.5727519040377955,True
a6d951622d9f6ed30b009e3636219bbe3734cfdf5bb270810662189b0b5c6565,a022e54e240c0e1c361342a1f34cbc76fa40b04b8b8d7a3efb6bf736c4d92b7c,layer4.1.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[512],torch,1,1.921084544855273,True
9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,3344012fd32ff509f3cd7bfa8d5733a358d9f310af436ad8a336cd3bf1da2f31,layer4.1.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,1,1.0,True
a0ce4b36f152e6307dbbf063a1949aa509ff8f516d7aed1a758436670ce228ee,73b59abb42cabc7c6219bf03e0f6a5bd2ed8500f430586948ffaff561dd5c1c6,layer4.1.bn2.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[512],torch,1,0.4171426235960687,True
d1252b290f1c198655bbf0b4055d19ce3ee4ec4fd905dc6b56525d8ab0c624b0,a022e54e240c0e1c361342a1f34cbc76fa40b04b8b8d7a3efb6bf736c4d92b7c,layer4.1.bn2.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[512],torch,1,2.08738176203756,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
c95d6dfe6f59414d06c490369680444bd260540bfba73fe97e4b49bc616f9129,ad95c683160275f1f84507b3d8cd07f19cb5e7d512d84d90ad90f46b73868388,bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,2,0.03198731303773802,True
864aa37c5d6062ea4df7af090dea531eeff49c9bf2802b2f2e136ec66aa65ca9,11159d141d83971818b83a428c4033da459c56898a2402e6742fe8767648c45f,bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,2,0.6428482675715457,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,layer1.0.bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
59cbf1d67f925cbefae28a0abd815e11b0ea6f02f99df1e32c9ef11be3d2b2d7,47904102f3338d8257fc5a87fdda19bdb974de5be8c77078998c69c62902ee82,layer1.0.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,2,0.7724330016128625,True
de2e1f14019a2f83ac876a86e496fa713615ac26decddfe79f8224472b8dccbc,da20c6304f84613d8b700c3e8cfb8e1e0560912bb632c85264e3588d258885ed,layer1.0.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,2,0.4790243964738325,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,layer1.0.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
ec97f91a60777733a21b40160784ccc260b95275d5b0fbaa02d59aa8d5a8537c,423d80e906e1a72ecf99bb584f0556627a2a6c1aea3c4d76f5cdb840828e97c6,layer1.0.bn2.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,2,0.3551449220638479,True
09326a938fdaea025e139a2720622a47a50c62609532092a7c1dfb0c48484c84,a1d85ec27cf7b047d5604d3a24e413d9057c30bbd72bfd05a0df0f7b1b9a5044,layer1.0.bn2.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,2,0.26318045111097027,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,layer1.1.bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
d3df2e0084932122895582d41c754e62c3c6248ea90a1b6d4454d9c0b53a26d6,9070e74af2e648f0e1ca602f7326fa882e53b4732fe2f8fd0df6be005d7d9fb9,layer1.1.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,2,0.9296519234655245,True
2c65c6cf08a4e337cc811ae343983874dab961cd03e599ecb840c05ef13a080f,e4499deaa5fb0003a3ede55e50ed6fc7ed115709fc594e0dcefd47d4b7508f73,layer1.1.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,2,1.2406252967115732,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,layer1.1.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
a7f3210eba016a2a20dd57b907b69c66a77eb71ab1b75bb436c7c22e7d60c415,8d731793914bb488007f502b856fa5bfa315710a0051259db2d181f8c75138c4,layer1.1.bn2.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,2,0.38676785428164806,True
e0c9f0f9f888291ad77d9bb69408971dee2ccd608861a30fe0e1dd4df5b15a12,b3691d176da45396f2892dc8da887bae7b69ae1fd3ddbe1ca513622d3d22b6a6,layer1.1.bn2.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[64],torch,2,0.2837189934116821,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,layer2.0.bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
5eb28dc3a7209a40a8790ab14280860e0681f38392cc56065ac6aada30de8911,2eb9474b24ea96e2f6526bb4d7b26410e7642646bf002c7424a9ef9f045632f3,layer2.0.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,2,1.045665697326939,True
159f83d0358cdf42c4c751b9d513c38dfdc27119f5a649f802c1e6677439c041,e1169d030c5c3691fdbfac4c1365706cf008727e1f88240a06cef8aa49ac87c5,layer2.0.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,2,1.021082167652052,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,layer2.0.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
6c3f58cd12eacfd5ba844a5c07946fbc77732768a91b60479a306ae0f18d7de4,43a89c2a0702e31b3e5139a5dcddf1f207889b32d1197d1550566cde38a85177,layer2.0.bn2.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,2,0.4151751187129187,True
7c7b8da98984b965fff3bd2f860c2baa16b78ff8ab9ef4c917d87758cb8f1e14,b414e2656012c24686fdf2b24a0563db7c941ad2254aa109c0b9aea8678c9fe3,layer2.0.bn2.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,2,0.4501626326721642,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,layer2.0.downsample.1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
b26a0678760b5266e4c4f35b23ca7be8169089ba061c841fbf81291b57b982db,501bec10a1116cc07cc69b79cf1c0e2b752966506b394bd5c7f9e40b8d7bbfcd,layer2.0.downsample.1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,2,1.3428426720929634,True
4ed61700f23617e4609f8075ee10ef96baa109717a941f0206a8517aaf8e2926,b4376be7665d186361df7d7ddac81e27e73200234b22c21ed33322c5efaf0d08,layer2.0.downsample.1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,2,1.2377775125219208,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,layer2.1.bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
d1db5a4329f4d6495169d1d4fbb77e3bba1d497fcafbcdd1aa1c55550517da55,0d5f375d80fd3f5c0f7dd3262fca6f6522f03ca2f44dbab9b8d50182b6595c03,layer2.1.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,2,0.5100631703712751,True
d85d01110b59cfcce76f64abd26da1f743547ed7eff651b7d0cde42464ba7df2,8941d341fe522a1accb78e02df1391dc08e78bd05da17e91bf9ce3fa358b9b53,layer2.1.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,2,0.2656593632508479,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,layer2.1.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
6c0e2c3f00fc756efe852c83cf1ea41c4248d546a6ae261dfa161f479ed22afc,02270f932bcce1b464d53fb0f6e1431c1d2ae526a4bf5e168f3f41d755512863,layer2.1.bn2.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,2,0.3534051348321025,True
ade685bc5ea93b92b01ebe85a5ad1cf92ea2e042085d6ebdf94b16d67e2ad334,dbcbbcc569a0f6593bff54dd353969e50ad17a5fc5d53d82a19b31ae520d4332,layer2.1.bn2.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[128],torch,2,0.44700154933215597,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,layer3.0.bn1.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
249f4d90fd15b02704443b07a5cc44dd0802da6db909f257a655647272b60861,cdfda81435dbe768164d5c917f2bea17b3ff8518a3f16ee3eb74c9effe9186e8,layer3.0.bn1.running_mean,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,2,1.010362256208862,True
fa10d8e2fba15f31f5929983851b007c574a7bdce6feb74d43594b7b3d60339f,b25f5b46b9088ea36977b663d53eb8e2bdab249dd98ccc3764ce644551fcd6f6,layer3.0.bn1.running_var,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[256],torch,2,0.4573071622979365,True
565733da55965e2bcab63f148578cd33d6f299e1a2bbb2c0d483baa5c85d591f,9224e1bb901bf2bb938ff983320e52328226af72c126f31903ad6a1f748b848f,layer3.0.bn2.num_batches_tracked,real_scale,True,resnet18__seed_101,resnet18,ten_steps,101,[],torch,2,1.0,True
